,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
366,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2021-01-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.4,8.4,0,35.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
365,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2021-01-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.4,8.4,0,35.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1025,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.5,7.5,0,31.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1036,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2021-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,0.8,0.8,0,3.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1035,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2021-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,0.8,0.8,0,3.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1034,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2021-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,0.8,0.8,0,3.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1033,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2021-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,0.8,0.8,0,3.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1032,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2021-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,0.8,0.8,0,3.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1031,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,0.8,0.8,0,3.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2021-01-02,Micrograms/cubic meter (LC),No Events,24,100.0,Y,0.875,4.0,9,,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1038,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2021-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1039,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2021-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
2,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2021-01-03,Micrograms/cubic meter (LC),No Events,24,100.0,Y,5.791667,11.0,21,,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1040,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2021-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1041,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2021-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1042,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2021-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1037,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
3,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2021-01-04,Micrograms/cubic meter (LC),No Events,24,100.0,Y,4.583333,10.0,8,,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1043,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.5,4.5,0,19.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1047,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.5,4.5,0,19.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1046,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.5,4.5,0,19.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1048,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.5,4.5,0,19.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
376,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
375,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
374,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
373,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
372,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
371,24,510,40,88101,1,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1045,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.5,4.5,0,19.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1044,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2021-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.5,4.5,0,19.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1049,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1050,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2021-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1051,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2021-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1052,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2021-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1053,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2021-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1054,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2021-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
4,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2021-01-05,Micrograms/cubic meter (LC),No Events,23,96.0,Y,9.347826,14.0,17,,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1058,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2021-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.1,4.1,0,17.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1060,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2021-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.1,4.1,0,17.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1059,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2021-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.1,4.1,0,17.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
5,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2021-01-06,Micrograms/cubic meter (LC),No Events,22,92.0,Y,4.181818,7.0,12,,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
1057,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2021-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.1,4.1,0,17.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1056,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2021-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.1,4.1,0,17.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1055,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.1,4.1,0,17.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1066,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2021-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.7,2.7,0,11.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1065,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2021-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.7,2.7,0,11.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1063,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2021-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.7,2.7,0,11.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1062,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2021-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.7,2.7,0,11.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
1061,24,510,40,88101,3,39.297733,-76.604603,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2021-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.7,2.7,0,11.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2023-02-05
