,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
338,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-19,Parts per billion,No Events,24,100.0,Y,12.483333,27.7,21,25,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
339,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-19,Parts per billion,No Events,24,100.0,Y,12.483333,27.7,21,25,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
340,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-20,Parts per billion,No Events,24,100.0,Y,10.204167,25.2,0,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
341,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-20,Parts per billion,No Events,24,100.0,Y,10.204167,25.2,0,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
343,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-21,Parts per billion,No Events,23,96.0,Y,8.83913,13.3,21,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
342,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-21,Parts per billion,No Events,23,96.0,Y,8.83913,13.3,21,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
344,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-22,Parts per billion,No Events,24,100.0,Y,13.283333,42.6,23,40,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
345,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-22,Parts per billion,No Events,24,100.0,Y,13.283333,42.6,23,40,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
346,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-23,Parts per billion,No Events,23,96.0,Y,12.408696,35.2,23,33,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
347,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-23,Parts per billion,No Events,23,96.0,Y,12.408696,35.2,23,33,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
348,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-24,Parts per billion,No Events,18,75.0,Y,14.233333,43.9,0,41,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
349,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-24,Parts per billion,No Events,18,75.0,Y,14.233333,43.9,0,41,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
350,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-25,Parts per billion,No Events,23,96.0,Y,10.46087,21.9,4,20,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
351,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-25,Parts per billion,No Events,23,96.0,Y,10.46087,21.9,4,20,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
353,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-26,Parts per billion,No Events,24,100.0,Y,4.55,9.1,21,8,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
352,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-26,Parts per billion,No Events,24,100.0,Y,4.55,9.1,21,8,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
354,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-27,Parts per billion,No Events,24,100.0,Y,4.825,11.3,16,10,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
355,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-27,Parts per billion,No Events,24,100.0,Y,4.825,11.3,16,10,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
356,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-28,Parts per billion,No Events,23,96.0,Y,6.56087,10.7,8,9,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
357,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-28,Parts per billion,No Events,23,96.0,Y,6.56087,10.7,8,9,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
358,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-29,Parts per billion,No Events,24,100.0,Y,8.691667,13.5,23,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
359,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-29,Parts per billion,No Events,24,100.0,Y,8.691667,13.5,23,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
360,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-06-30,Parts per billion,No Events,23,96.0,Y,8.482609,19.0,6,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
361,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-06-30,Parts per billion,No Events,23,96.0,Y,8.482609,19.0,6,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
363,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-01,Parts per billion,No Events,22,92.0,Y,11.231818,19.7,18,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
362,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-01,Parts per billion,No Events,22,92.0,Y,11.231818,19.7,18,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
365,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-02,Parts per billion,No Events,23,96.0,Y,6.047826,11.0,4,10,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
364,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-02,Parts per billion,No Events,23,96.0,Y,6.047826,11.0,4,10,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
366,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-03,Parts per billion,No Events,24,100.0,Y,4.279167,7.6,20,7,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
367,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-03,Parts per billion,No Events,24,100.0,Y,4.279167,7.6,20,7,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
368,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-04,Parts per billion,No Events,24,100.0,Y,5.6875,15.0,21,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
369,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-04,Parts per billion,No Events,24,100.0,Y,5.6875,15.0,21,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
370,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-05,Parts per billion,No Events,23,96.0,Y,9.747826,23.2,7,22,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
371,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-05,Parts per billion,No Events,23,96.0,Y,9.747826,23.2,7,22,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
372,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-06,Parts per billion,No Events,24,100.0,Y,10.066667,20.8,5,19,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
373,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-06,Parts per billion,No Events,24,100.0,Y,10.066667,20.8,5,19,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
374,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-07,Parts per billion,No Events,23,96.0,Y,10.678261,24.2,4,23,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
375,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-07,Parts per billion,No Events,23,96.0,Y,10.678261,24.2,4,23,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
377,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-08,Parts per billion,No Events,23,96.0,Y,10.521739,17.1,9,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
376,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-08,Parts per billion,No Events,23,96.0,Y,10.521739,17.1,9,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
378,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-09,Parts per billion,No Events,19,79.0,Y,7.857895,16.2,21,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
379,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-09,Parts per billion,No Events,19,79.0,Y,7.857895,16.2,21,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
380,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-10,Parts per billion,No Events,24,100.0,Y,5.308333,13.9,23,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
381,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-10,Parts per billion,No Events,24,100.0,Y,5.308333,13.9,23,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
382,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-11,Parts per billion,No Events,24,100.0,Y,6.533333,11.7,5,10,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
383,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-11,Parts per billion,No Events,24,100.0,Y,6.533333,11.7,5,10,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
384,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-12,Parts per billion,No Events,24,100.0,Y,8.495833,16.9,22,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
385,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-12,Parts per billion,No Events,24,100.0,Y,8.495833,16.9,22,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
387,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-13,Parts per billion,No Events,24,100.0,Y,9.4125,15.2,9,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
386,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-13,Parts per billion,No Events,24,100.0,Y,9.4125,15.2,9,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
388,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-14,Parts per billion,No Events,22,92.0,Y,7.363636,13.4,21,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
389,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-14,Parts per billion,No Events,22,92.0,Y,7.363636,13.4,21,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
390,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-15,Parts per billion,No Events,22,92.0,Y,11.086364,17.0,11,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
391,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-15,Parts per billion,No Events,22,92.0,Y,11.086364,17.0,11,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
392,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-16,Parts per billion,No Events,23,96.0,Y,6.986957,15.3,0,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
393,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-16,Parts per billion,No Events,23,96.0,Y,6.986957,15.3,0,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
394,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-17,Parts per billion,No Events,24,100.0,Y,9.270833,17.6,6,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
395,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-17,Parts per billion,No Events,24,100.0,Y,9.270833,17.6,6,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
397,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-18,Parts per billion,No Events,24,100.0,Y,3.9875,12.1,0,11,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
396,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-18,Parts per billion,No Events,24,100.0,Y,3.9875,12.1,0,11,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
398,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-19,Parts per billion,No Events,23,96.0,Y,8.391304,17.8,23,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
399,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-19,Parts per billion,No Events,23,96.0,Y,8.391304,17.8,23,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
400,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-20,Parts per billion,No Events,24,100.0,Y,13.558333,25.2,2,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
401,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-07-20,Parts per billion,No Events,24,100.0,Y,13.558333,25.2,2,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
402,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-07-21,Parts per billion,No Events,21,88.0,Y,7.471429,16.0,6,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
